Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,Amb
20,1,20,-,1,58,0.4,-11,-,1,0,0
2,1,2,-,1,-4,0.95,-16,R-skew,5,0,0
72,0.5,-12,-,1,85,0.25,8,-,1,0,0
15,0.9,-6,Symm,3,56,0.4,-22,-,1,0,0
13,0.8,-17,Symm,3,35,0.6,-18,Symm,5,0,1
6,0.75,-10,-,1,13,0.4,-0,Symm,5,0,0
26,0.95,21,-,1,181,0.2,-17,-,1,0,0
-1,0.9,-25,-,1,38,0.25,-18,-,1,-1,0
28,0.8,-22,-,1,35,0.4,10,Symm,7,-1,0
29,0.5,1,-,1,32,0.75,-2,-,1,1,0
7,1,7,-,1,20,0.01,10,R-skew,6,0,0
3,1,3,-,1,4,0.2,2,-,1,0,0
80,0.1,7,-,1,12,0.01,12,-,1,0,0
22,1,22,-,1,62,0.5,-37,Symm,7,0,1
-5,0.5,-15,-,1,8,0.5,-20,R-skew,3,0,0
29,0.95,-19,-,1,62,0.05,23,Symm,9,0,1
11,0.75,-6,Symm,7,45,0.4,-24,-,1,1,0
-9,1,-9,-,1,1,0.8,1,Symm,3,0,0
24,1,24,-,1,132,0.01,20,-,1,0,0
9,0.75,1,Symm,5,51,0.4,-22,L-skew,2,0,0
3,0.4,-12,-,1,11,0.5,-28,Symm,3,0,0
26,1,26,-,1,205,0.1,8,Symm,3,0,0
-9,1,-9,-,1,32,0.5,-40,Symm,3,0,0
7,1,7,-,1,30,0.1,8,-,1,0,0
16,1,16,-,1,39,0.5,-5,Symm,7,0,1
78,0.4,-5,-,1,220,0.25,-31,-,1,0,0
7,1,7,-,1,48,0.2,-7,L-skew,5,0,0
45,0.4,-2,Symm,9,19,0.01,16,-,1,1,0
2,0.6,2,Symm,5,2,1,2,-,1,0,0
58,0.25,-26,Symm,9,10,0.01,-4,-,1,1,1
-3,1,-3,-,1,-1,0.4,-16,-,1,0,0
17,0.8,-9,-,1,13,0.9,-32,-,1,0,0
-4,1,-4,-,1,-6,0.8,-34,Symm,7,0,0
25,0.4,-13,Symm,9,14,0.75,-23,-,1,0,0
32,0.6,-40,-,1,17,0.2,6,-,1,0,0
0,1,0,-,1,57,0.2,-24,-,1,0,1
32,0.1,-5,-,1,24,0.1,1,-,1,0,0
24,1,24,-,1,49,0.6,-20,Symm,5,0,1
71,0.1,-3,-,1,14,0.25,9,-,1,0,1
17,1,17,-,1,17,0.25,15,Symm,7,0,0
18,0.05,12,-,1,34,0.6,-2,-,1,0,0
21,0.1,11,-,1,16,0.9,-10,-,1,0,0
22,1,22,-,1,42,0.6,-13,-,1,0,0
12,1,12,-,1,49,0.6,-40,-,1,0,1
14,0.99,10,Symm,7,37,0.25,-7,-,1,0,0
-9,1,-9,-,1,66,0.2,-29,-,1,0,0
18,1,18,-,1,75,0.01,16,-,1,0,0
-10,1,-10,-,1,28,0.1,-10,-,1,0,0
20,0.4,-18,-,1,24,0.2,-17,-,1,0,0
25,1,25,-,1,38,0.4,5,-,1,0,1
11,1,11,-,1,15,0.95,-37,-,1,0,1
57,0.4,-25,R-skew,7,8,1,8,R-skew,4,0,1
14,1,14,-,1,245,0.05,5,-,1,0,0
21,1,21,-,1,51,0.4,-4,Symm,7,0,0
24,1,24,-,1,27,0.8,-11,-,1,0,0
-8,1,-8,-,1,42,0.1,-9,Symm,5,0,1
3,1,3,-,1,38,0.5,-28,-,1,0,0
11,1,11,-,1,95,0.1,3,R-skew,2,0,0
49,0.2,-5,-,1,47,0.25,-5,-,1,0,0
22,1,22,-,1,33,0.9,-12,L-skew,4,0,0
9,0.8,1,Symm,5,49,0.4,-19,L-skew,3,0,0
31,0.5,23,-,1,21,0.9,-38,-,1,-1,0
80,0.2,-30,-,1,-11,0.5,-12,Symm,3,0,0
12,0.6,-18,Symm,9,8,0.99,-8,R-skew,6,1,0
-6,1,-6,-,1,53,0.25,-33,R-skew,6,0,1
28,0.4,-27,L-skew,6,64,0.05,-7,Symm,9,0,0
2,1,2,-,1,134,0.2,-30,-,1,0,0
13,1,13,-,1,17,0.75,15,-,1,0,0
27,1,27,-,1,46,0.01,27,Symm,3,0,0
22,0.5,22,-,1,72,0.4,-16,-,1,0,1
19,1,19,-,1,41,0.5,-20,-,1,0,0
28,0.99,27,-,1,50,0.5,14,-,1,0,0
25,0.8,1,-,1,29,0.1,18,L-skew,4,0,0
12,0.01,7,-,1,29,0.01,16,-,1,0,0
7,0.9,4,R-skew,3,66,0.4,-39,-,1,0,0
-1,0.25,-13,Symm,5,4,0.9,-21,-,1,0,0
30,1,30,-,1,51,0.25,22,-,1,0,0
30,1,30,-,1,179,0.2,-10,-,1,0,0
7,0.6,-23,-,1,34,0.01,-5,-,1,0,0
32,0.8,-8,-,1,34,0.95,-1,-,1,0,0
4,1,4,-,1,53,0.25,-17,L-skew,6,0,0
11,0.1,7,-,1,10,0.5,-11,-,1,0,0
15,0.8,-50,R-skew,2,16,0.1,3,-,1,0,1
108,0.01,19,Symm,5,74,0.5,-16,-,1,0,0
7,1,7,-,1,17,0.6,14,-,1,0,0
11,0.4,6,R-skew,5,21,0.5,-25,Symm,9,0,0
23,1,23,-,1,174,0.1,9,L-skew,5,0,0
5,1,5,-,1,8,0.8,-22,L-skew,3,0,0
12,1,12,-,1,58,0.01,15,-,1,0,0
16,1,16,-,1,19,0.95,-5,-,1,0,0
36,0.4,-34,R-skew,7,8,0.2,-8,R-skew,4,0,0
70,0.25,7,-,1,28,0.25,19,-,1,0,0
2,0.8,-13,Symm,5,50,0.2,-6,-,1,-1,0
14,1,14,-,1,44,0.01,4,Symm,3,0,0
20,1,20,-,1,24,0.8,6,-,1,0,0
12,1,12,-,1,26,0.05,10,L-skew,3,0,0
59,0.01,17,-,1,51,0.05,18,-,1,1,1
105,0.05,1,Symm,3,39,0.1,0,-,1,0,1
0,1,0,-,1,37,0.5,-20,Symm,3,0,0
-1,0.99,-17,L-skew,2,38,0.01,-7,Symm,9,0,1
8,1,8,-,1,83,0.2,-9,-,1,0,0
1,1,1,-,1,43,0.2,-8,-,1,0,0
4,0.99,-20,-,1,1,0.99,-18,-,1,0,0
61,0.05,23,-,1,31,0.99,24,L-skew,5,0,0
-2,1,-2,-,1,59,0.05,-11,-,1,0,0
15,0.4,-5,-,1,4,0.9,-12,R-skew,3,0,0
1,1,1,-,1,11,0.2,-6,-,1,0,0
9,1,9,-,1,59,0.01,16,-,1,0,1
28,1,28,-,1,40,0.75,12,Symm,7,0,1
5,1,5,-,1,21,0.5,-21,Symm,5,0,0
29,1,29,-,1,78,0.4,-9,-,1,0,0
18,0.9,-35,-,1,17,0.95,-25,-,1,0,1
13,1,13,-,1,30,0.75,-29,Symm,7,0,0
8,0.4,1,Symm,5,16,0.8,-40,-,1,0,1
30,1,30,-,1,38,0.25,17,R-skew,7,0,0
47,0.1,-7,R-skew,6,2,0.99,-17,-,1,0,1
18,1,18,-,1,66,0.5,-34,-,1,0,0
56,0.05,4,-,1,80,0.01,13,-,1,0,0
87,0.2,-3,Symm,3,84,0.25,-4,R-skew,2,0,0
77,0.2,-18,Symm,5,27,0.1,2,R-skew,6,0,0
29,1,29,-,1,36,0.25,20,-,1,0,0
84,0.01,19,-,1,156,0.25,-24,Symm,3,0,0
10,0.8,6,-,1,52,0.4,-14,R-skew,4,0,1
5,0.6,-23,-,1,92,0.25,-35,Symm,5,-1,0
16,0.25,15,Symm,5,52,0.4,-6,Symm,7,0,0
6,0.5,6,-,1,11,0.99,-12,L-skew,3,0,1
29,0.5,11,-,1,62,0.1,18,-,1,-1,1
40,0.8,-27,L-skew,6,30,0.5,1,R-skew,4,0,0
41,0.01,30,-,1,33,0.25,31,-,1,0,1
19,1,19,-,1,20,0.95,5,-,1,0,0
16,0.9,-4,-,1,96,0.01,17,L-skew,5,0,1
98,0.25,7,-,1,69,0.4,15,-,1,0,0
5,1,5,-,1,52,0.5,-36,Symm,3,0,0
88,0.1,8,R-skew,3,42,0.5,-17,Symm,7,-1,0
16,1,16,-,1,23,0.95,15,-,1,0,1
25,0.95,-3,-,1,39,0.5,6,-,1,0,0
14,1,14,-,1,175,0.2,-18,Symm,5,0,0
30,1,30,Symm,9,83,0.25,16,Symm,3,0,0
-4,0.5,-16,-,1,-16,0.75,-23,R-skew,3,-1,0
-5,0.25,-8,-,1,-6,0.8,-31,Symm,9,1,0
30,0.1,-11,-,1,73,0.05,-6,Symm,3,0,0
19,0.05,7,-,1,33,0.05,7,-,1,0,0
-4,1,-4,-,1,0,0.75,-24,Symm,7,0,0
22,0.95,-13,Symm,7,49,0.5,15,-,1,0,0
21,1,21,-,1,25,0.75,-14,-,1,0,0
21,0.9,-29,L-skew,6,6,0.01,5,R-skew,5,0,0
106,0.4,-41,-,1,22,0.95,-22,-,1,0,0
26,0.2,-13,Symm,7,-6,0.5,-11,Symm,3,0,0
2,1,2,-,1,47,0.2,-10,-,1,0,1
60,0.01,29,Symm,3,40,0.8,28,L-skew,3,0,0
83,0.4,-20,R-skew,3,50,0.2,15,R-skew,7,0,0
-9,1,-9,-,1,5,0.01,-11,-,1,0,0
28,0.1,20,Symm,3,220,0.2,-43,L-skew,5,0,0
8,1,8,-,1,31,0.05,15,-,1,0,1
27,0.01,14,-,1,233,0.1,-1,-,1,-1,0
25,1,25,-,1,43,0.75,-2,-,1,0,0
23,1,23,-,1,127,0.1,9,-,1,0,0
-2,1,-2,-,1,40,0.05,-13,-,1,0,0
13,1,13,-,1,35,0.4,6,-,1,0,1
-6,1,-6,-,1,3,0.25,-6,-,1,0,0
23,1,23,-,1,23,1,23,Symm,5,0,0
1,1,1,-,1,9,0.75,-28,L-skew,4,0,0
3,1,3,-,1,63,0.01,8,-,1,0,1
57,0.2,22,-,1,90,0.25,3,-,1,0,0
38,0.6,-5,Symm,7,28,0.25,17,Symm,5,0,1
23,0.6,3,-,1,39,0.25,7,-,1,0,0
29,1,29,-,1,43,0.5,28,-,1,0,1
0,1,0,-,1,42,0.25,-8,Symm,5,0,0
-1,1,-1,-,1,43,0.25,-25,Symm,3,0,0
7,1,7,L-skew,6,2,0.9,-11,-,1,0,0
213,0.05,13,Symm,5,78,0.6,-45,Symm,7,1,1
18,1,18,-,1,17,0.4,15,-,1,0,1
7,0.9,-9,Symm,9,27,0.25,-4,-,1,0,1
22,0.5,2,Symm,3,92,0.05,7,Symm,5,-1,0
110,0.2,5,R-skew,5,26,1,26,-,1,0,0
13,1,13,-,1,9,0.6,6,L-skew,3,0,0
0,1,0,-,1,2,0.2,-4,-,1,0,0
2,1,2,-,1,2,1,2,Symm,5,0,0
23,0.05,5,-,1,47,0.25,-6,R-skew,3,0,0
18,0.6,3,-,1,16,0.05,6,-,1,0,0
8,0.99,-18,Symm,9,26,0.5,-21,-,1,0,0
-7,1,-7,-,1,-3,0.9,-47,-,1,0,0
66,0.05,24,-,1,26,0.6,15,-,1,0,0
199,0.05,-21,-,1,14,0.25,-17,Symm,9,0,0
5,0.05,4,Symm,7,40,0.25,-11,-,1,0,0
45,0.6,-2,-,1,67,0.1,20,R-skew,6,0,0
25,1,25,-,1,27,0.75,-6,Symm,9,0,1
-7,1,-7,-,1,1,0.4,-15,L-skew,3,0,0
11,1,11,-,1,7,0.95,-22,Symm,9,0,1
90,0.05,-12,-,1,243,0.1,-40,L-skew,7,0,0
2,0.99,-15,Symm,5,58,0.2,-7,R-skew,6,0,0
86,0.25,-19,Symm,9,3,0.5,-11,Symm,5,-1,0
-5,0.01,-8,Symm,3,21,0.4,-36,Symm,7,1,0
23,1,23,-,1,109,0.25,3,-,1,0,1
17,0.95,-35,-,1,14,1,14,-,1,0,0
16,1,16,-,1,29,0.01,13,L-skew,5,0,0
24,0.6,-8,-,1,22,0.75,2,R-skew,7,0,0
29,1,29,-,1,36,0.8,36,Symm,3,0,0
19,0.2,-6,Symm,3,-0,0.9,-8,Symm,9,0,0
68,0.1,21,-,1,27,0.99,15,-,1,0,0
8,0.5,-2,-,1,90,0.01,4,-,1,0,1
-6,1,-6,-,1,29,0.6,-49,-,1,0,1
-8,1,-8,-,1,-0,0.8,-10,Symm,5,0,0
30,1,30,-,1,140,0.25,-15,-,1,0,0
3,1,3,-,1,8,0.99,-20,L-skew,2,0,0
17,0.99,-18,-,1,15,0.6,4,-,1,0,1
10,1,10,-,1,21,0.95,-17,Symm,7,0,0
16,1,16,-,1,165,0.2,-9,L-skew,6,0,1
34,0.9,-14,R-skew,6,59,0.25,26,-,1,0,0
8,1,8,-,1,18,0.9,-18,Symm,3,0,0
37,0.75,-7,-,1,44,0.9,-34,R-skew,7,-1,0
45,0.2,-23,Symm,5,17,0.2,-21,Symm,3,0,1
33,0.05,26,-,1,94,0.4,-17,R-skew,7,0,1
-6,1,-6,-,1,31,0.05,-7,Symm,3,0,1
6,1,6,-,1,14,0.6,3,Symm,3,0,0
10,0.8,-50,-,1,-5,0.8,-22,R-skew,6,1,0
38,0.6,-32,-,1,75,0.2,-1,-,1,-1,1
84,0.2,-26,-,1,-7,0.2,-11,-,1,0,1
10,1,10,-,1,105,0.25,-12,-,1,0,0
34,0.6,9,-,1,24,1,24,-,1,0,0
26,1,26,-,1,35,0.5,34,L-skew,5,0,0
28,0.95,-7,Symm,9,15,0.8,9,-,1,0,0
2,1,2,-,1,40,0.01,14,-,1,0,0
29,0.75,-6,-,1,49,0.5,-15,L-skew,2,-1,0
114,0.4,-28,-,1,36,0.95,-17,-,1,0,0
43,0.5,-9,R-skew,7,20,0.1,19,Symm,5,0,0
70,0.2,20,Symm,9,29,0.4,18,L-skew,2,-1,1
33,0.1,5,-,1,9,0.8,0,-,1,-1,0
5,0.6,-2,Symm,9,46,0.25,-0,-,1,-1,0
-2,1,-2,-,1,55,0.1,-17,-,1,0,0
5,1,5,-,1,62,0.01,-2,-,1,0,0
43,0.1,23,-,1,47,0.05,16,Symm,9,0,1
73,0.01,15,-,1,43,0.6,-41,Symm,3,0,0
9,1,9,-,1,1,0.4,-9,Symm,3,0,0
-4,1,-4,-,1,45,0.1,-13,R-skew,2,0,0
43,0.4,-37,-,1,47,0.5,-48,-,1,0,0
60,0.5,-18,-,1,63,0.5,-36,R-skew,7,0,0
42,0.4,-8,-,1,20,0.1,10,R-skew,5,-1,1
68,0.4,-12,-,1,49,0.2,3,L-skew,6,0,0
25,1,25,-,1,34,0.8,-5,-,1,0,0
26,0.6,-4,-,1,69,0.5,-40,-,1,0,0
19,1,19,-,1,81,0.1,15,L-skew,6,0,0
4,1,4,-,1,32,0.05,-7,-,1,0,0
11,1,11,-,1,16,0.95,3,-,1,0,0
-1,0.75,-9,-,1,29,0.4,-24,-,1,0,0
36,0.1,0,Symm,9,12,0.75,10,-,1,0,0
31,0.95,3,-,1,30,0.95,15,-,1,0,0
36,0.5,-22,R-skew,7,9,0.5,-10,-,1,0,0
66,0.4,1,Symm,3,27,0.2,21,L-skew,5,1,0
61,0.25,-23,-,1,46,0.01,-0,Symm,9,0,0
27,1,27,-,1,38,0.8,-6,Symm,5,0,0
2,1,2,-,1,9,0.8,-25,-,1,0,0
7,1,7,-,1,66,0.2,3,L-skew,3,0,0
11,1,11,-,1,53,0.1,8,-,1,0,0
6,1,6,-,1,25,0.5,-22,-,1,0,1
20,0.4,-25,-,1,166,0.01,-20,R-skew,3,0,0
17,1,17,-,1,26,0.75,-2,-,1,0,0
16,1,16,-,1,46,0.5,-29,-,1,0,0
101,0.2,1,-,1,38,0.4,10,R-skew,5,0,0
2,1,2,-,1,44,0.01,5,L-skew,5,0,1
13,1,13,-,1,24,0.01,12,L-skew,3,0,0
27,0.99,-16,-,1,33,0.6,5,-,1,0,0
-2,1,-2,-,1,8,0.1,-12,-,1,0,0
-3,1,-3,-,1,11,0.01,-7,-,1,0,0
9,0.2,7,R-skew,6,6,0.95,-41,-,1,0,0
0,1,0,-,1,9,0.01,3,-,1,0,0
49,0.01,-8,Symm,5,45,0.4,-32,Symm,5,0,0
1,0.9,-7,Symm,3,18,0.4,1,-,1,0,0
43,0.6,1,-,1,80,0.2,6,R-skew,7,0,0
38,0.75,-33,-,1,14,0.01,14,Symm,3,0,1
-8,0.2,-11,-,1,-25,0.99,-40,-,1,0,0
-4,0.6,-7,Symm,9,44,0.05,-13,L-skew,6,0,0
2,1,2,-,1,15,0.4,-4,Symm,3,0,0
8,1,8,-,1,8,0.99,-25,R-skew,5,0,0
5,1,5,-,1,38,0.4,-23,-,1,0,0
7,1,7,-,1,77,0.01,18,-,1,0,0
26,0.99,3,-,1,87,0.4,-17,Symm,5,0,0
-6,1,-6,-,1,17,0.1,-9,-,1,0,0
24,1,24,-,1,24,1,24,R-skew,6,0,1
24,0.9,4,-,1,32,0.75,-20,-,1,0,0
57,0.25,14,L-skew,3,48,0.05,20,-,1,0,0
17,1,17,-,1,19,0.75,13,L-skew,6,0,0
177,0.1,7,-,1,36,0.99,33,-,1,0,0
30,1,30,-,1,86,0.1,25,Symm,9,0,1
27,1,27,-,1,72,0.6,-34,-,1,0,0
70,0.01,6,-,1,94,0.05,3,Symm,5,0,0
6,1,6,-,1,73,0.05,4,-,1,0,1
4,1,4,-,1,38,0.4,-29,-,1,0,1
38,0.1,-5,-,1,6,0.5,-4,Symm,9,0,0
6,1,6,-,1,51,0.25,3,Symm,9,0,1
0,1,0,-,1,46,0.2,-11,-,1,0,0
30,0.4,-10,-,1,7,0.95,-28,R-skew,4,0,0
-7,1,-7,-,1,23,0.1,-8,-,1,0,0
47,0.4,-8,Symm,5,157,0.2,-19,-,1,0,0
33,0.5,11,-,1,104,0.05,18,-,1,0,0
-5,1,-5,-,1,11,0.6,-14,-,1,0,1
11,0.95,0,-,1,13,0.9,-8,-,1,0,1
79,0.4,-13,L-skew,4,66,0.05,22,-,1,0,0
2,1,2,Symm,7,8,0.9,-31,-,1,0,0
-8,1,-8,-,1,12,0.1,-15,Symm,3,0,0
66,0.5,-22,-,1,36,0.6,14,-,1,-1,0
30,0.5,-36,-,1,39,0.05,-8,L-skew,3,1,0
34,0.75,-46,-,1,19,0.95,2,R-skew,6,0,0
13,0.99,12,Symm,3,18,0.8,1,Symm,5,0,1
23,1,23,-,1,22,0.99,-22,-,1,0,0
17,0.6,15,Symm,9,16,0.99,-32,-,1,0,0
18,0.95,-24,L-skew,3,101,0.25,-9,Symm,5,0,0
8,1,8,R-skew,2,38,0.1,2,-,1,0,0
28,1,28,-,1,94,0.4,-7,L-skew,7,0,0
223,0.01,23,-,1,212,0.2,-14,Symm,7,0,0
26,1,26,-,1,88,0.01,15,R-skew,3,0,0
4,1,4,-,1,52,0.2,2,-,1,0,0
4,0.8,-36,-,1,1,0.6,-29,R-skew,8,0,1
26,0.01,22,-,1,29,0.75,15,-,1,0,0
23,1,23,-,1,25,0.99,-0,Symm,9,0,0
5,1,5,-,1,22,0.5,9,Symm,9,0,0
-7,0.1,-10,-,1,30,0.5,-50,Symm,9,0,0
14,0.1,10,Symm,5,14,0.5,3,-,1,0,0
32,0.9,-19,-,1,29,0.75,-13,Symm,3,0,0
30,0.25,6,Symm,9,12,1,12,R-skew,7,0,0
44,0.75,-20,-,1,33,0.75,13,-,1,0,0
22,1,22,-,1,29,0.99,12,-,1,0,0
58,0.4,-27,R-skew,2,17,0.75,-36,-,1,1,0
21,0.01,-6,R-skew,3,9,0.8,-6,-,1,-1,0
25,0.05,6,-,1,14,0.01,1,-,1,0,0
26,1,26,-,1,26,1,26,L-skew,6,0,0
3,0.6,-22,-,1,10,0.6,-22,-,1,0,0
-1,0.05,-2,-,1,66,0.25,-10,Symm,3,0,0
-5,1,-5,-,1,10,0.6,-11,-,1,0,0
-5,0.8,-17,Symm,3,-7,1,-7,R-skew,6,0,0
70,0.5,-12,-,1,35,0.4,20,-,1,-1,0
9,1,9,-,1,33,0.5,-13,Symm,9,0,0
14,1,14,-,1,42,0.25,21,R-skew,5,0,0
29,0.01,28,L-skew,2,30,0.99,-30,-,1,0,1
52,0.1,-17,-,1,32,0.25,-24,Symm,5,1,0
74,0.25,-1,-,1,30,0.6,-11,Symm,3,0,0
55,0.01,-8,-,1,231,0.1,-33,-,1,-1,1
12,0.25,11,-,1,96,0.05,11,Symm,5,0,0
16,0.4,-6,-,1,8,0.6,-17,-,1,0,0
20,0.05,8,-,1,4,0.8,-4,Symm,5,0,0
4,1,4,-,1,178,0.2,-37,Symm,7,0,0
-0,0.75,-19,-,1,8,0.75,-26,-,1,0,0
62,0.2,-11,-,1,19,0.4,7,Symm,7,-1,0
-5,1,-5,-,1,30,0.25,-5,-,1,0,1
14,1,14,-,1,20,0.95,-16,-,1,0,0
9,1,9,-,1,6,0.75,5,-,1,0,0
17,1,17,-,1,29,0.4,-4,-,1,0,0
30,1,30,-,1,30,0.2,28,-,1,0,1
55,0.4,-17,-,1,68,0.2,1,Symm,5,0,0
-7,0.4,-10,-,1,36,0.2,-21,Symm,3,0,0
22,0.9,-8,-,1,25,0.95,-7,L-skew,3,0,0
26,1,26,-,1,26,0.25,16,L-skew,6,0,0
17,1,17,-,1,22,0.05,20,L-skew,4,0,0
32,0.75,11,L-skew,6,27,1,27,-,1,0,0
14,0.1,-6,-,1,74,0.05,-7,Symm,9,0,0
6,0.01,4,Symm,9,8,0.1,-0,Symm,7,0,1
35,0.25,28,R-skew,3,47,0.25,20,Symm,7,0,0
29,1,29,-,1,37,0.4,29,Symm,3,0,0
12,1,12,-,1,15,0.99,-36,Symm,7,0,0
20,1,20,-,1,37,0.4,-3,-,1,0,0
27,1,27,-,1,94,0.05,31,Symm,5,0,1
128,0.1,-2,R-skew,2,45,0.05,11,Symm,3,0,1
0,0.1,-1,-,1,30,0.2,-2,-,1,0,0
27,0.95,7,-,1,34,0.1,24,-,1,0,0
13,1,13,-,1,29,0.6,4,Symm,5,0,0
-5,1,-5,-,1,10,0.1,-12,Symm,9,0,0
40,0.05,12,-,1,79,0.4,-35,-,1,0,0
98,0.1,-1,-,1,22,0.05,0,-,1,0,0
31,0.1,-9,Symm,3,11,0.4,-13,-,1,0,1
3,1,3,-,1,24,0.5,-20,-,1,0,0
6,0.99,5,-,1,34,0.4,-3,-,1,0,1
59,0.1,19,-,1,30,0.95,29,-,1,0,0
-9,1,-9,Symm,5,-1,0.25,-5,-,1,0,0
17,0.5,17,-,1,31,0.01,19,Symm,7,0,1
4,1,4,-,1,58,0.4,-29,-,1,0,1
50,0.25,-23,L-skew,3,59,0.25,-21,-,1,0,0
81,0.05,17,-,1,18,0.8,6,-,1,-1,1
28,1,28,-,1,180,0.2,-6,-,1,0,1
45,0.1,1,-,1,5,1,5,-,1,0,0
36,0.05,22,R-skew,7,44,0.05,22,Symm,5,0,0
4,1,4,-,1,17,0.25,-19,Symm,5,0,0
3,1,3,-,1,102,0.01,4,Symm,3,0,0
18,1,18,-,1,64,0.05,12,Symm,9,0,0
30,1,30,-,1,31,0.05,23,-,1,0,1
26,0.9,14,-,1,97,0.05,27,-,1,0,0
28,0.25,-23,R-skew,6,-10,1,-10,-,1,0,0
56,0.05,3,-,1,9,0.05,0,-,1,-1,0
23,0.4,8,R-skew,7,14,1,14,-,1,0,0
25,1,25,-,1,60,0.01,17,-,1,0,0
26,1,26,-,1,24,0.75,18,-,1,0,1
23,1,23,L-skew,5,183,0.2,-23,-,1,0,0
24,1,24,-,1,54,0.6,-21,Symm,3,0,0
0,1,0,-,1,0,1,0,R-skew,8,0,0
54,0.05,8,-,1,15,0.8,13,-,1,1,0
23,1,23,-,1,52,0.4,8,L-skew,2,0,0
6,1,6,-,1,138,0.2,-27,-,1,0,0
5,1,5,-,1,38,0.2,4,Symm,9,0,0
38,0.8,-25,R-skew,4,32,0.99,-17,L-skew,5,0,1
24,0.6,9,Symm,9,26,0.9,-8,-,1,0,0
26,1,26,-,1,32,0.9,10,R-skew,3,0,0
19,1,19,-,1,59,0.4,-15,-,1,0,0
27,1,27,-,1,40,0.01,35,-,1,0,0
15,1,15,-,1,38,0.2,12,Symm,5,0,0
7,1,7,-,1,227,0.05,-1,Symm,9,0,0
-7,1,-7,-,1,31,0.1,-10,-,1,0,1
1,1,1,-,1,165,0.1,-21,-,1,0,0
24,0.2,4,R-skew,5,152,0.1,-4,-,1,0,0
-10,1,-10,-,1,31,0.4,-31,-,1,0,0
11,1,11,-,1,43,0.25,12,-,1,0,0
55,0.1,-16,-,1,11,0.6,-31,L-skew,5,0,0
88,0.4,-12,-,1,36,0.01,27,-,1,1,0
6,1,6,-,1,15,0.6,-5,L-skew,6,0,1
-4,1,-4,-,1,62,0.05,-8,-,1,0,0
-2,1,-2,-,1,9,0.75,-6,Symm,5,0,1
35,0.1,-9,-,1,17,0.2,-13,Symm,7,0,0
-6,1,-6,-,1,-0,0.6,-27,Symm,7,0,0
27,1,27,-,1,82,0.1,13,R-skew,4,0,0
39,0.5,15,-,1,15,0.05,13,-,1,0,0
41,0.4,-37,-,1,-6,1,-6,L-skew,2,0,0
75,0.4,-15,-,1,34,0.6,-7,-,1,0,0
21,1,21,-,1,20,0.75,11,-,1,0,0
6,0.8,-5,-,1,-1,0.9,-40,R-skew,2,0,0
33,0.8,-5,-,1,39,0.6,-2,-,1,0,1
22,1,22,-,1,77,0.5,-25,-,1,0,0
42,0.2,-20,L-skew,2,7,0.75,-46,-,1,0,1
20,0.9,-16,-,1,21,0.25,19,R-skew,3,0,0
20,0.5,-10,-,1,43,0.5,-44,-,1,0,0
6,1,6,-,1,6,1,6,Symm,7,0,0
-3,1,-3,-,1,-3,1,-3,R-skew,7,0,0
14,1,14,-,1,14,0.5,14,R-skew,2,0,0
29,1,29,Symm,3,74,0.05,20,R-skew,4,0,0
55,0.2,-8,-,1,28,0.6,-48,Symm,9,0,0
4,1,4,-,1,7,0.4,2,Symm,9,0,1
71,0.05,-8,-,1,22,0.05,-8,-,1,0,0
22,0.1,-2,-,1,45,0.4,-28,-,1,0,0
48,0.4,10,-,1,74,0.4,5,Symm,5,0,0
-10,0.99,-36,R-skew,5,41,0.25,-20,Symm,7,0,0
23,1,23,-,1,63,0.5,-12,-,1,0,0
20,0.8,-2,-,1,41,0.75,-37,-,1,0,0
8,0.5,0,-,1,14,0.8,-10,-,1,1,1
-6,1,-6,-,1,-6,0.9,-21,-,1,0,0
31,0.1,19,-,1,20,0.2,5,-,1,0,0
11,1,11,-,1,3,0.05,2,R-skew,8,0,0
19,1,19,-,1,21,0.99,15,L-skew,6,0,0
7,0.75,-33,R-skew,3,96,0.1,-15,R-skew,2,-1,0
25,1,25,-,1,28,0.9,2,-,1,0,0
14,0.25,3,-,1,78,0.4,-42,-,1,0,1
16,1,16,-,1,45,0.6,-24,Symm,5,0,0
10,1,10,L-skew,3,3,0.75,-16,R-skew,3,0,0
18,1,18,-,1,27,0.8,-20,-,1,0,0
57,0.1,7,-,1,50,0.6,-38,Symm,7,0,1
20,1,20,-,1,44,0.6,-7,Symm,7,0,0
9,1,9,-,1,44,0.25,-8,Symm,7,0,0
80,0.25,-15,-,1,30,0.05,5,-,1,0,0
30,0.6,27,Symm,7,30,0.95,11,-,1,0,0
12,1,12,-,1,117,0.1,-8,R-skew,5,0,1
15,0.4,5,-,1,19,0.4,-12,R-skew,2,0,0
15,0.8,-34,Symm,9,33,0.01,8,-,1,0,0
18,0.4,-5,Symm,3,31,0.5,-24,R-skew,6,0,0
27,0.01,26,R-skew,7,22,0.9,1,Symm,7,0,0
53,0.2,10,-,1,14,0.99,13,Symm,9,-1,0
0,1,0,-,1,0,1,0,L-skew,2,0,0
21,0.95,-33,-,1,38,0.4,-2,L-skew,3,0,0
31,0.05,8,-,1,27,0.25,0,-,1,0,0
89,0.25,-12,-,1,17,0.95,-5,Symm,7,0,0
50,0.4,-3,-,1,31,0.5,10,Symm,9,0,0
133,0.25,-31,-,1,24,0.05,4,-,1,0,0
